,topic_0,topic_1,topic_2,topic_3
ATP6V0A1,1.2686634e-05,0.00015856094,2.7806518e-05,8.863391e-06
PIAS1,0.00023066654,3.6149679e-09,0.0013921936,5.506102e-10
SLC4A7,2.297063e-10,3.6967298e-09,0.00012959806,8.777018e-05
APBA2,1.2334024e-10,2.382557e-10,2.444684e-10,6.314816e-05
MAP2K3,1.7792741e-05,3.068853e-05,1.365042e-05,4.7408525e-06
ASTE1,4.973818e-06,2.6761331e-06,1.5776106e-08,2.649944e-06
RNF19A,0.000917427,3.9745973e-10,2.5973043e-10,5.732882e-10
PEX3,3.0953684e-05,1.75868e-06,1.5998128e-06,9.137936e-06
SH3YL1,5.231088e-11,8.560265e-11,0.0021610868,3.2242063e-11
FAM136A,3.316742e-06,4.512348e-06,8.042334e-10,1.1839502e-06
VCL,0.00052427687,6.38294e-10,6.9293327e-09,1.9958447e-10
DEPDC1B,3.7509938e-07,2.5717169e-05,2.0461124e-09,2.6079304e-06
DAPK2,4.7787957e-10,5.471834e-05,8.5438917e-10,1.7498942e-05
NSMAF,8.239821e-05,2.4589439e-05,6.141204e-05,9.538617e-05
ADSS,3.739113e-06,1.649107e-05,8.192209e-06,1.0927628e-05
STAP1,1.3602433e-10,2.6168367e-10,2.091823e-10,1.8836843e-05
TIMP2,0.0005868185,7.947088e-11,6.302367e-11,3.124263e-11
RFC1,4.6402986e-11,0.00074546575,7.030343e-11,3.689682e-11
TBC1D23,3.6219255e-05,4.8757953e-05,3.0463361e-05,1.5993986e-05
CUL3,0.00036589132,1.5754915e-05,2.7501572e-05,7.782394e-05
MYOM2,8.733769e-06,1.8075968e-09,1.00199735e-07,9.124373e-07
ZZZ3,0.00038910896,1.68978e-09,8.704968e-09,4.280613e-05
USP2,3.179689e-05,7.852528e-10,2.9792818e-06,2.030824e-06
CASR,0.00022826745,2.4859115e-10,1.27108e-10,6.814796e-11
TUBG2,1.8717188e-05,2.1709542e-05,1.2976372e-05,6.2185413e-06
RPL26L1,3.6494235e-11,7.041052e-11,0.00040744332,2.7586674e-11
FLT4,1.3790681e-10,3.5095107e-10,6.108165e-06,1.5141623e-10
NSUN2,1.0328129e-05,7.4755095e-05,2.0975735e-05,2.65058e-05
FBXO42,0.00025913003,4.0218656e-05,0.00012308963,7.643225e-05
MFAP3,6.1267815e-06,2.2523077e-06,5.2998636e-05,5.8709056e-06
MRI1,0.00010015852,2.3431252e-05,1.7900348e-08,2.495037e-06
AGA,9.187043e-06,1.0458556e-09,4.5071952e-10,2.1330804e-06
PI4K2B,3.844365e-05,8.212332e-05,5.024422e-09,1.36008985e-05
BOD1L1,2.9390943e-05,1.8807656e-05,1.015321e-05,2.073476e-05
MAT2B,0.00024000305,7.859747e-11,6.2231e-11,3.2272827e-11
TLL1,0.00013845992,4.682381e-10,0.00010521478,1.3262241e-10
TRIO,0.00085714174,0.0001998485,0.0008568704,3.6807306e-09
VCAN,4.484973e-11,9.8821645e-11,0.00053564383,4.1531313e-11
CLEC16A,0.00019268207,0.0001188609,8.803482e-05,7.467216e-05
MSR1,1.6099676e-10,0.0003125863,1.602267e-09,5.663135e-05
CDH1,0.001601948,2.1534875e-10,1.08300265e-10,6.126246e-11
SKIV2L2,1.8370984e-10,2.3526173e-10,0.00053154083,8.5395545e-11
DNAH5,4.1867195e-05,2.6569222e-05,3.3653827e-10,3.4547712e-10
ZFYVE16,2.4179524e-06,4.3021187e-09,4.6199193e-06,1.1539987e-06
FAM65A,1.7979486e-05,1.1483496e-09,3.9789844e-05,1.2361941e-05
C6,0.00049121346,1.1003764e-10,7.994399e-11,4.0569936e-11
RAI14,0.00029363867,4.3523882e-10,0.00028596903,1.2865488e-10
PNKP,8.7308986e-11,1.3627129e-10,0.00033087903,5.0266985e-11
PHLPP2,5.0300703e-05,3.795897e-05,3.7163663e-05,1.1793316e-05
SPDL1,2.5305171e-06,3.2584583e-06,9.112538e-07,1.7548017e-06
STAU2,0.00027388489,3.074238e-10,3.1223168e-10,1.688381e-10
PQLC2,5.1408983e-06,1.9521751e-06,6.819829e-07,1.7880576e-06
CTNS,2.9328841e-05,4.932166e-06,1.0124973e-09,1.6925636e-09
INPP4A,2.7438567e-05,1.8404727e-06,4.7399466e-05,5.587099e-05
RAB27B,5.112613e-10,0.00013460268,2.9685468e-10,5.587664e-07
PSMA4,3.5616562e-11,6.894574e-11,0.0014810505,2.7082786e-11
LSG1,1.3936786e-05,2.0249321e-05,9.013346e-06,1.3530616e-06
THAP3,1.1455065e-06,2.0242207e-06,7.3027707e-07,8.276481e-07
FAM65C,7.866665e-06,1.7457596e-06,4.417901e-05,7.954903e-06
TDP1,8.742636e-06,2.8918655e-06,1.9001835e-06,1.1057231e-05
AIFM2,1.0697185e-05,1.1634153e-05,2.0857774e-06,3.3122662e-06
SPATA7,8.5492444e-05,2.0717998e-05,6.623199e-09,8.582961e-10
RETSAT,5.6880276e-07,7.839853e-06,1.2640982e-09,6.37672e-07
CAPG,0.00073589425,6.95451e-11,5.4671594e-11,2.7345223e-11
AP2S1,3.697812e-11,7.1489585e-11,0.0012775456,2.8017415e-11
BARX2,0.000211476,2.784907e-10,1.321341e-10,7.484561e-11
DCUN1D1,7.972375e-05,4.037653e-05,1.7096287e-05,2.9881527e-05
JADE2,4.1648607e-05,1.3912862e-06,7.500657e-06,3.302629e-05
LCP2,1.09515445e-10,3.5859588e-10,1.7166278e-05,6.432804e-05
TRIT1,8.563165e-05,4.9078357e-05,2.4909798e-05,1.8863611e-05
ADRB1,3.9369484e-06,1.1419746e-06,6.2657305e-06,3.7088918e-07
CUL7,4.68106e-06,3.6278175e-06,1.2115263e-06,6.884825e-07
CTNNA1,9.206659e-11,0.003213425,1.3096636e-10,6.127227e-11
PHKA2,9.827103e-05,1.3268297e-05,7.285988e-10,2.6386642e-06
CNTLN,7.601607e-05,1.6860517e-09,0.000120791425,8.6893703e-10
EPHA3,1.5189233e-10,5.1847227e-10,8.90599e-05,3.7082038e-06
HSPA5,3.1091164e-07,7.6666765e-06,7.5988783e-06,7.1249915e-06
DSG2,4.8259848e-11,9.031996e-11,0.00081297714,3.3148487e-11
GEMIN8,2.95046e-05,1.1470162e-06,6.165942e-10,1.1378192e-09
OFD1,1.0782126e-10,1.4864002e-10,0.0006628476,5.901979e-11
GPM6B,2.6223244e-05,5.9195673e-07,4.5397373e-05,5.40995e-06
PREX2,9.9392515e-11,2.6464006e-10,0.00030600667,9.89767e-11
WDR37,7.828934e-05,4.7591242e-05,5.286386e-05,3.864454e-05
YTHDC2,6.441146e-05,3.4334502e-05,2.3244187e-05,2.1299857e-05
CTPS2,7.163695e-05,0.00010100735,4.8347033e-06,5.0672184e-06
ATP6V1H,1.05209744e-10,0.00039659618,1.1977233e-10,6.739642e-11
POLR2B,9.4437855e-05,8.6930144e-05,6.290245e-05,5.566963e-05
FAM214A,0.00039064157,4.8378207e-10,5.937356e-10,6.135907e-05
ARAP2,4.6182697e-05,6.259218e-05,6.3054245e-10,6.998703e-05
TPR,6.581183e-11,1.101607e-10,0.0005902712,4.1829994e-11
CP,6.603858e-10,9.10875e-05,8.806466e-10,1.7830206e-06
KIAA0556,0.0001323537,9.0520465e-05,2.528608e-05,9.496279e-06
DTNBP1,6.149257e-05,1.8742552e-05,3.8063805e-05,3.2062693e-05
C12orf4,6.8752483e-06,4.0459845e-06,3.043904e-06,2.8673915e-06
SCML1,0.0002035031,2.0698523e-09,6.044253e-05,7.258802e-06
WWC3,3.5836805e-05,1.7360315e-05,8.1766724e-05,1.0021436e-05
ARHGAP6,1.8403916e-10,3.922208e-05,0.0001647833,4.092196e-05
FAM184B,9.094406e-06,1.0545934e-05,1.1685113e-05,9.039335e-06
MAP4,1.6862095e-05,0.0027224973,4.5662257e-10,1.5088979e-10
GOPC,2.2936496e-05,1.46886e-05,1.2820961e-05,1.261337e-05
USP28,2.12758e-05,5.8283205e-09,1.6532729e-06,1.42659255e-05
HDAC9,4.3520427e-05,0.00026723486,4.1048996e-05,0.0001250645
TSPAN17,4.3849655e-06,9.463164e-06,3.904836e-06,1.3924955e-06
CC2D2A,7.172213e-05,6.337428e-05,1.2842181e-05,3.0001124e-06
RRM2B,1.8561293e-05,1.6774264e-09,4.8748398e-06,1.1738256e-05
ZNF800,0.00030788447,3.8136383e-10,3.567988e-10,4.314657e-06
SNX29,8.496072e-05,0.00020584126,0.00018580857,0.00017479138
MRPS10,2.961088e-06,2.0667754e-05,9.248905e-06,1.3934566e-05
RSF1,1.92269e-10,2.3270898e-10,1.7582019e-10,0.00046347137
VPS13D,0.0005149294,9.325295e-08,0.00017216684,7.113575e-05
CELF2,1.0974943e-10,2.9521494e-10,5.176107e-10,0.0006453896
FAM120A,1.99143e-10,2.9829633e-10,0.0011336656,1.09197144e-10
R3HDM1,0.00013589975,0.00014117073,6.356507e-05,5.8895544e-05
COL9A2,3.144493e-06,2.547525e-06,4.685311e-10,2.4715325e-06
KITLG,2.1257857e-10,2.9501476e-05,4.8959242e-05,4.5161272e-10
ERCC8,5.042722e-05,2.7139025e-05,1.01155165e-05,1.2011006e-05
ADAMTS6,1.8440459e-10,1.1126048e-09,0.00027475972,8.364331e-10
H6PD,2.8340248e-05,2.4083318e-05,9.628216e-06,4.6549635e-06
PER3,1.4276664e-05,4.019818e-05,2.3140163e-09,4.206031e-06
TNFRSF9,1.9334948e-10,1.202031e-09,1.7700197e-09,6.300803e-06
LTBP1,8.36562e-11,2.1954334e-10,0.0004941785,9.211858e-11
ELN,2.3096685e-09,7.994498e-09,5.4289932e-05,2.7860865e-06
RFC2,9.775389e-06,4.2195543e-06,1.1936303e-05,6.2630666e-06
ARID1B,0.0011193473,4.6661395e-09,0.0002640001,0.0003178387
NEDD4L,0.0011263961,3.6227385e-10,1.7150313e-10,1.14386556e-10
FOXP3,1.7761673e-10,4.4770015e-10,3.0415068e-10,2.6437044e-06
PPP1R3F,3.310659e-06,1.9105797e-09,7.158067e-07,3.8920803e-06
HEXB,5.6961692e-11,9.491411e-11,7.2666095e-11,0.00041718213
PTCD2,5.7262328e-06,2.5086872e-06,1.2627735e-06,9.354123e-07
DKK3,1.2111599e-10,4.890331e-10,1.0439584e-05,3.497526e-06
NFE2L3,1.5594534e-05,1.5170886e-05,7.1771067e-10,5.6871463e-06
MCUR1,6.6930766e-11,0.00030427723,9.548573e-11,4.7094995e-11
LIMA1,1.1995363e-10,3.5054967e-10,1.3772779e-10,0.0005678096
LETMD1,2.8436736e-05,2.5939495e-05,3.662802e-09,3.8443704e-06
SLC4A8,3.1629686e-06,3.339531e-06,3.5761032e-06,1.07457945e-05
LAMC3,9.970325e-09,1.7208122e-09,1.9306179e-05,2.6020598e-06
PTGER3,2.6720109e-05,7.451802e-10,1.0290601e-05,1.571081e-06
TNIP3,1.6089055e-10,4.893895e-10,3.9790424e-10,8.229669e-06
MAPK9,4.814264e-05,1.6138949e-05,1.847669e-06,1.1575044e-05
COL23A1,3.3003422e-09,7.294727e-08,5.089344e-05,4.4063613e-06
BCAR1,4.9853816e-06,2.3313563e-05,1.7362616e-05,3.429482e-10
FAM160A2,6.102599e-06,1.9277846e-05,2.0496877e-06,2.4782e-06
HERPUD1,0.00150234,9.225362e-11,7.773039e-11,4.0967913e-11
RAD51,2.667269e-06,1.1915308e-05,2.8983595e-06,1.9881152e-06
PIK3CB,9.5089534e-05,0.0010071753,3.9422382e-10,1.0508605e-09
CYBA,0.0029381108,6.95321e-11,5.48067e-11,2.7564636e-11
THOC3,2.7701662e-06,4.81e-09,8.3132445e-10,6.0612206e-06
HEBP2,3.5474727e-11,0.0009170728,5.4016312e-11,2.6922353e-11
MPHOSPH9,4.863799e-05,5.1712146e-09,9.604984e-06,3.561633e-05
PLEKHA5,0.0011905569,0.00056014856,3.3191402e-10,3.360367e-10
SIKE1,5.823751e-06,4.969916e-06,1.2579866e-07,4.4902017e-06
RRP12,2.4748524e-05,9.399238e-05,6.238688e-05,1.1622231e-05
FNIP2,1.8957588e-05,1.3467002e-05,0.00064949284,2.868097e-10
MSMO1,4.9484177e-11,0.00035262827,7.347864e-11,3.8820575e-11
TTC17,3.638276e-05,4.487209e-10,0.00091365166,1.8502185e-10
FOXN3,4.0441926e-05,1.2193986e-09,0.0011019675,0.00013820689
MRTO4,1.3408091e-09,7.480145e-05,4.485184e-05,3.464348e-05
USE1,1.7607234e-05,1.2050848e-06,1.1046016e-05,4.689031e-06
MCF2L2,4.031987e-06,1.1289087e-05,5.100332e-06,1.5324384e-05
LAMA3,7.764549e-11,0.00064987387,1.4429676e-10,6.7407475e-11
AP5M1,1.0478405e-05,1.4882948e-05,4.090992e-06,3.2484581e-06
ANAPC4,2.9189323e-05,1.708095e-05,1.5915889e-08,3.1746758e-06
KCNQ1,0.00036592432,2.3932145e-10,1.6244651e-10,1.00251196e-10
TRAPPC3,0.0003635763,9.795279e-11,7.8909004e-11,4.0863108e-11
THRAP3,0.0003644911,1.2377962e-05,0.00014059624,0.00011273482
ARID4B,2.8493888e-10,0.0022773538,3.0327016e-10,2.3217651e-10
OPN3,4.146873e-06,1.1516378e-05,1.4483501e-06,4.368607e-06
SDCCAG8,0.0006233987,1.4518577e-09,5.0220184e-05,3.25267e-05
HHAT,9.4797346e-05,1.3990744e-05,7.625287e-10,1.329364e-05
KIF1B,0.00045919477,1.1887211e-08,0.00015896294,7.763672e-06
TBC1D22A,9.755641e-05,0.00022120937,0.00017027483,0.00013185265
SYNE2,5.8363865e-05,0.0024101585,9.1520375e-10,3.2617412e-10
PLEKHH1,8.15505e-06,1.8477385e-05,3.316748e-10,1.1351729e-08
ATP9A,0.00043917933,4.4369788e-10,1.6062625e-10,9.282797e-11
CHRDL2,2.1992769e-06,1.307309e-06,1.3759391e-06,3.9903614e-07
FAM168A,0.00026723687,1.2980454e-09,0.00010933388,3.6726666e-05
GALC,1.946789e-06,7.911823e-06,3.290104e-07,4.4153926e-06
NOP58,8.192009e-11,0.0011719661,1.3132205e-10,8.2588415e-11
SZRD1,0.00016729829,8.838637e-11,7.0475015e-11,3.586162e-11
CUL1,0.00011546528,1.3329756e-09,0.0009036478,1.4517216e-06
FAM114A2,6.782738e-06,2.8182642e-06,1.749187e-05,3.7099867e-06
CYFIP2,6.621472e-06,4.2914866e-10,2.6961783e-10,1.6796917e-05
TAB2,0.00036839076,3.995622e-10,5.0683296e-10,9.585713e-06
GINM1,1.4124936e-10,1.8781404e-10,0.00040109587,8.1392254e-11
EIF2AK2,1.0294486e-09,6.5411904e-10,0.00073562376,2.0352209e-10
USP36,2.6936545e-10,5.3383364e-10,0.00088675006,2.086778e-06
KMT2C,0.0011761767,2.724467e-09,4.4835288e-05,0.00015803077
PUM2,0.0010075518,7.2216805e-10,8.4326995e-10,8.9691406e-05
HPF1,3.47548e-05,8.122273e-06,6.5705576e-06,1.1038108e-05
ZFR,0.0007413651,7.5620227e-10,7.9934276e-10,2.0996356e-06
ZNF280C,7.794274e-06,9.873081e-06,7.6232304e-06,6.4412166e-06
TRAF1,1.834224e-10,3.9141568e-10,3.4362913e-10,9.71146e-06
RC3H2,6.9234084e-05,2.0812342e-05,7.797304e-05,4.0759583e-05
IL17RB,9.288984e-06,1.6438687e-05,3.0585284e-10,4.6839106e-09
TRAF3IP2,1.6598284e-05,3.8974264e-09,1.3940907e-05,1.3498151e-06
GYG2,9.584452e-06,9.931186e-06,5.6099364e-10,3.8306242e-10
DCBLD2,7.7239376e-05,4.703652e-05,2.290139e-07,1.2150478e-09
SOAT1,0.000119305405,0.00064193737,3.819418e-10,2.371689e-10
PKP2,0.00041939007,4.3824772e-10,1.7896132e-10,1.11630934e-10
GDI2,5.2112807e-11,9.668096e-11,7.47332e-11,0.00048052048
PRDM1,3.8314646e-10,1.225781e-09,1.0859146e-05,3.0809715e-06
ATG5,5.8134883e-05,3.969009e-05,2.4556539e-05,2.414739e-05
TMCC3,3.4605221e-10,5.699327e-09,0.00032580888,2.444797e-09
PITHD1,1.334123e-05,8.343507e-06,5.4175343e-06,6.005964e-06
MTA3,0.0004264829,7.627993e-10,3.9905038e-10,3.1924852e-10
USP13,7.125766e-06,4.6004025e-06,9.009278e-05,3.3588647e-06
ATP11B,2.562171e-06,0.00071216637,6.367862e-10,2.1557142e-05
LAMC2,0.00027483364,3.650929e-10,1.2204612e-10,6.9412046e-11
CDK14,0.0013190493,3.6135875e-10,2.4554508e-10,1.3529414e-10
SEC61A1,4.2089857e-07,1.1014501e-05,6.6206576e-06,3.677305e-06
PPP1R12A,1.2226305e-10,1.8631335e-10,0.0012647171,7.966271e-11
CROCC,7.815819e-05,1.3802583e-05,1.2117205e-06,1.0238045e-05
POLR3E,2.1800415e-05,1.4190645e-05,1.3018888e-05,2.2994866e-05
ATP2B4,5.8222657e-05,0.000119827295,6.887655e-05,0.00040897852
YIPF1,1.7639435e-05,2.2350625e-05,5.4429097e-06,8.715224e-06
NDC1,1.5786032e-05,3.2841825e-05,6.47156e-06,1.7760414e-05
DGKG,1.741382e-09,7.6010953e-10,9.926277e-05,2.8224482e-05
FLYWCH1,1.5393873e-05,1.9069603e-06,1.3240034e-05,6.0798734e-06
UNKL,1.7099253e-05,6.325955e-09,1.8760433e-09,1.3243645e-05
TBXAS1,1.6957846e-10,1.3320252e-09,0.00014560767,0.00012969934
PARP12,1.11241825e-05,2.074287e-05,1.0641983e-07,1.8820923e-06
ALDH18A1,1.02485365e-05,7.4705706e-05,1.0962793e-09,4.1277012e-06
TARBP1,4.699016e-05,0.00013062275,1.3538379e-07,1.0234608e-05
GATB,1.970659e-05,7.742931e-06,4.0126054e-07,3.6250576e-06
MXD1,1.0558123e-10,0.00082821626,2.2646574e-10,2.3977012e-10
CDK17,2.1844022e-10,4.5563944e-10,0.001150934,1.4393948e-09
SLC2A3,5.813759e-11,1.4202549e-10,0.0010182557,6.841103e-11
PSD,1.1387311e-05,5.729365e-09,1.0340832e-09,3.987605e-10
CTDP1,3.3523172e-06,1.841591e-06,1.7419237e-05,1.30250855e-05
YBX3,3.578216e-11,6.917151e-11,0.0012434606,2.7103353e-11
STYK1,1.6826039e-10,0.00011440022,2.797343e-10,1.8728248e-06
WNK1,1.6480872e-10,0.0020631973,7.632327e-05,6.8021505e-10
CCAR1,8.78886e-11,1.4303735e-10,0.00078115053,5.4911017e-11
OGFR,1.1133002e-05,2.5425215e-05,1.2192661e-05,6.1037044e-06
GNA15,1.4981667e-10,8.4342884e-07,2.6469638e-06,3.7985678e-06
PIGV,2.3824527e-06,5.4237814e-09,1.1153202e-09,1.2393783e-06
PTPRU,7.748853e-05,0.00013042134,1.9501013e-05,4.03002e-09
SNRNP40,2.4250849e-05,3.4780365e-05,2.6050333e-05,2.1766346e-05
RIMBP2,1.5933592e-05,5.855084e-09,7.261792e-10,5.822976e-09
COL11A1,4.6886613e-11,9.993581e-11,0.00031713443,4.3372042e-11
QSER1,5.105099e-05,5.3417825e-05,1.6779306e-05,8.636201e-06
MPC1,0.00040510425,9.03365e-11,7.1118035e-11,3.641219e-11
BCAT1,1.6946529e-10,1.9228708e-09,5.4997032e-05,2.2825558e-05
HDAC7,5.84885e-11,1.0456017e-10,0.00050679053,3.9278407e-11
LZTS1,1.2750646e-10,3.9524176e-10,3.8597867e-05,1.2460839e-06
SPAG4,7.576901e-08,4.8827774e-06,1.7375909e-06,1.3061201e-06
NCKAP1,2.0685252e-10,2.1514757e-10,0.0012950145,6.574408e-11
MRPS35,1.6725227e-05,6.066839e-05,4.0100404e-06,1.5574142e-05
GUCY1B3,5.406796e-05,7.304132e-10,4.8277784e-06,6.767598e-10
SFSWAP,0.00033794154,3.943697e-10,6.8797074e-10,2.2658941e-09
TNK2,2.0093174e-09,2.252516e-06,2.93614e-06,3.3097465e-06
MON2,0.00024580825,5.2721072e-05,5.2123203e-05,6.361868e-05
CDH3,7.532628e-06,7.526722e-05,5.97079e-10,6.617056e-07
GPBP1,0.0008851004,4.1166104e-10,4.2592763e-10,5.6722854e-07
CS,5.6896228e-05,3.2339536e-05,2.0819707e-05,1.2602092e-05
WAPL,0.00041250096,3.5680156e-10,3.2718853e-10,2.4116487e-10
VMP1,6.7653655e-10,5.1891746e-10,2.801198e-10,0.0032732154
APPBP2,0.0001336022,5.6637455e-05,9.5132076e-05,2.2815895e-05
POLD1,4.5823754e-06,5.290584e-06,6.2491767e-06,4.5258116e-06
EIF4B,0.0007231444,7.3516776e-11,5.8158325e-11,2.9281744e-11
SLC6A16,0.00011597757,1.2306725e-09,9.1405377e-07,1.4126561e-05
EPN1,4.2561555e-11,0.0006905671,6.141362e-11,3.0805167e-11
MED29,1.1453465e-05,1.1819381e-05,2.2375223e-06,7.5295393e-06
ZNF275,8.875706e-06,1.2843135e-07,4.2978195e-06,3.0120816e-06
MTMR1,3.919052e-05,2.3394412e-05,1.2733907e-09,1.8527304e-05
ADCK1,1.0589007e-05,5.8619485e-06,4.7517387e-06,3.8039693e-06
HAGH,0.00025775473,1.1853374e-10,9.358673e-11,5.099745e-11
RNF4,0.0005608734,8.8171886e-10,2.6100019e-05,8.692285e-05
CASP8,1.1219601e-09,4.3280983e-05,5.3275334e-10,3.4078163e-05
LIMCH1,0.00053647225,3.3546543e-10,9.436376e-05,1.01334115e-10
ASUN,3.1334496e-06,7.0330966e-06,9.544358e-07,1.6439402e-06
TM7SF3,0.00017145964,2.8867458e-10,1.7900775e-10,1.3181843e-10
TSPAN32,1.11945e-10,2.737989e-10,2.771289e-10,6.737037e-06
ST3GAL6,0.00052827597,3.1542446e-10,3.5180625e-10,1.2007059e-10
ATP2C2,3.0844243e-05,6.4424676e-05,2.3558236e-10,2.0099758e-10
CDON,5.5623143e-05,5.9609815e-06,9.59473e-10,6.094746e-10
TAF2,8.830348e-05,0.00010340483,6.261582e-05,3.484281e-05
HIPK2,0.0007573933,5.674246e-10,8.291294e-05,2.6116228e-05
TNPO3,0.00034745407,2.1092357e-09,1.3060223e-09,4.8985257e-05
RFXANK,5.223305e-06,1.7947546e-06,3.577024e-06,2.5757827e-06
TMEM161A,9.090755e-06,1.7368685e-06,2.14813e-06,1.2422669e-06
SUGP2,3.365282e-05,1.03847115e-05,1.1787547e-05,7.045039e-06
SLC12A2,1.0975069e-10,0.00086216605,2.1456646e-10,1.1095018e-10
SNX24,8.704471e-05,5.5310833e-05,1.6080996e-05,3.3991419e-06
EYA2,0.00011849544,8.1522005e-05,2.0613741e-05,2.9783769e-09
CNN2,1.1135219e-09,5.656137e-06,2.4851038e-06,2.770507e-06
ABCA7,6.680645e-10,7.211885e-05,6.1744393e-10,2.7460897e-05
SNCAIP,2.2848498e-10,2.3011251e-05,2.953934e-05,1.0598724e-09
DDX20,2.7907697e-06,2.3077719e-06,5.2652786e-07,1.6630679e-06
FAR2,3.930848e-10,8.456761e-05,8.2767976e-05,1.8764531e-05
BCAS1,1.3483996e-10,0.00033376337,1.6895889e-10,1.7009026e-10
CHI3L2,4.6243795e-10,7.2329565e-10,3.397657e-10,2.2045522e-06
SBNO2,2.9029281e-05,6.153064e-05,3.4445027e-05,4.904567e-06
PMS1,6.016751e-05,3.278506e-05,3.781351e-05,3.6926005e-05
HMG20B,0.00016924081,6.9518835e-11,5.4755915e-11,2.7264758e-11
TAF11,2.803411e-06,2.9409798e-06,2.7809342e-06,2.0225862e-06
ANKS1A,0.00031904678,2.7753042e-06,0.0001130659,1.7183542e-05
AP3D1,0.0002269661,1.6272374e-10,1.4099069e-10,7.861186e-11
ZNF76,8.314662e-05,2.459666e-09,2.1330694e-05,2.2489197e-05
SLC9A3R2,3.534404e-11,0.0019329374,5.4151236e-11,2.689592e-11
UHRF1BP1,5.789808e-05,4.4033684e-05,9.19161e-06,8.585959e-06
IPO5,2.930245e-05,2.251862e-05,2.7411314e-05,1.1247928e-05
OAT,0.00039909955,9.260197e-11,7.4862165e-11,3.7700402e-11
WDR3,6.1479345e-06,1.4665811e-05,2.030669e-06,7.7706945e-06
PKN2,8.4815765e-06,0.0014147513,2.7874258e-10,2.1175144e-10
WDR18,2.4571377e-06,1.6081824e-09,1.0868686e-09,1.3325124e-06
TRAM2,7.763265e-06,3.8524963e-06,7.016366e-05,7.767523e-06
NTN1,0.00014291698,4.423965e-10,2.4561908e-10,1.3422105e-10
DGKA,1.753628e-07,4.9001073e-06,1.0566409e-09,4.8875527e-06
ERBB3,0.000329552,1.2736134e-10,7.992722e-11,4.345062e-11
ANKRD44,1.1241685e-09,5.7163946e-10,7.085432e-10,0.00031594417
KARS,1.9113893e-05,1.1309097e-05,5.4718894e-06,5.69013e-06
ADAT1,3.0866267e-06,2.2156943e-09,5.75731e-07,5.846645e-06
PDIA5,0.00016699193,1.9786027e-10,1.6210296e-10,7.8730106e-11
TBC1D22B,5.0401784e-05,6.678916e-05,9.819673e-07,9.601825e-06
NDUFB4,3.5807624e-11,6.9288235e-11,0.0027911093,2.7237056e-11
SPEN,0.00034683367,5.935409e-10,1.1582342e-05,2.5532554e-06
MYLK,1.5508424e-05,4.487032e-07,4.3407224e-05,7.208727e-07
ZC3H15,0.00057001156,6.9581445e-11,5.468557e-11,2.7274174e-11
MAP2K4,0.00015175207,3.5632434e-05,1.0764944e-05,1.6045487e-05
TMEM206,4.7489116e-06,9.864526e-06,1.8830018e-05,1.05569925e-05
SLK,7.5558665e-10,0.00067330716,7.4928853e-06,1.6986018e-05
CYB5R4,2.922715e-05,3.6938756e-05,1.6518869e-05,2.0468193e-05
COL17A1,1.376997e-10,3.434315e-05,2.551512e-10,1.9941888e-07
GSTO2,0.00025221042,1.5236822e-10,9.4575105e-11,5.114932e-11
SEC61A2,1.6292945e-05,1.3121073e-05,1.4405705e-05,1.1830771e-05
TLE2,6.468608e-05,1.4953812e-09,1.653892e-05,3.1456052e-10
ASB1,6.301326e-06,2.9099422e-06,1.0767746e-09,3.880546e-06
FAM107B,7.2759014e-11,0.0010665022,9.505978e-11,5.876145e-11
ME1,4.8006976e-05,3.9474515e-05,7.4931344e-10,1.094407e-06
TBC1D1,9.5595976e-11,2.2306701e-10,0.00055575767,1.5817458e-10
CDK13,0.0003218516,2.0846624e-09,0.0008541914,2.242548e-05
MTHFD2,4.1261515e-11,7.761158e-11,0.000579665,3.0483758e-11
SLC9A7,4.192997e-05,3.531029e-05,2.5669677e-09,2.5344989e-05
FOXJ2,4.662597e-06,4.6609516e-06,5.4088514e-06,2.723658e-06
YBX1,3.5293247e-11,6.8489624e-11,0.0050053694,2.6859626e-11
PDE4A,1.2346765e-09,1.3641929e-06,3.6121426e-05,2.598322e-05
PPP2R5A,0.00024002824,3.1004896e-10,5.062243e-10,1.9158337e-10
ELAVL1,4.1457595e-05,2.1667223e-05,2.2750928e-05,6.4063834e-06
TIE1,8.4387455e-11,2.369071e-10,5.8056874e-05,8.653145e-11
DIP2B,0.000388909,0.00021138666,7.9772195e-05,0.00013016748
SMARCD1,1.412089e-05,1.6670583e-06,2.7860947e-06,1.8943283e-06
NFYC,0.00017510922,8.149809e-10,9.07479e-10,9.583185e-07
ZMYND12,4.6573396e-06,1.7901273e-06,1.4114951e-09,4.508801e-07
NGEF,3.6818685e-05,1.763412e-05,2.8754582e-10,2.547476e-10
ASPM,2.1786684e-10,1.0205748e-05,1.2364368e-09,1.4138172e-06
CD84,4.491718e-06,2.6417105e-10,1.6265547e-10,9.8332044e-11
SPI1,1.3390828e-05,2.3839493e-09,2.7196481e-06,3.603577e-06
ZNRD1,3.7772832e-06,9.136403e-06,6.374959e-06,1.2122019e-05
MPPED2,0.00017356168,3.770833e-10,4.4980572e-10,1.2145027e-10
CLDN18,0.00046347224,8.746567e-11,6.325007e-11,3.2931203e-11
ZBTB11,1.1169979e-05,1.15486255e-05,5.086964e-06,7.336344e-06
ATXN3,0.00034224612,4.2075832e-10,8.9011955e-08,2.4056535e-10
