topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
SAP130,FBXL8,PTBP3,RNF214,MEMO1,NAPA,ZNF335,RP11-2B6.2
IL1R2,GEMIN5,QTRT2,ZDHHC21,UBQLN4,MTOR,C2orf47,STRN4
EIF5B,POP1,AC005062.2,PRPF38B,ZNF341,AGBL3,KIF1C,PRKRA
RP11-1000B6.3,DUS4L,SLC22A3,VWA8,S100A10,OSCP1,CENPBD1P1,ELAVL1
GCNT2,AC004980.7,TYW1,VWA9,FYN,API5,MLH1,TMEM2
STX8,ZNF487,AFMID,CC2D2A,COX5B,SLC26A3,UVSSA,FAM122C
PRIMPOL,RNF219,EEFSEC,PRPF40B,TOMM40,DPP9,ENDOD1,WDR12
XRCC1,BAHCC1,DCAF1,OGFOD3,PYCRL,GTF3C2,LINC00674,PLEKHA4
FAR2,MTBP,NBAS,FZR1,SMAD7,TRAFD1,SLC2A13,SLF2
DNAJC17,ARID2,TJP1,RP11-467L13.7,RPL37,PMM1,TRAF6,MTMR9
NECAP2,MRPS18A,LINC00662,MIS18A,IFITM2,TMEM65,TRIM35,ABHD6
CCDC84,UTP18,IPO8,DESI2,HLA-DRB1,ULK2,TOMM40,WNT2B
MAP3K2,RNF14,ANAPC4,MAP2K1,PDSS1,NME5,SENP1,CDK12
TRRAP,RP5-994D16.12,COPS4,CHMP4C,CUL4B,CDKAL1,MAFG,PDIA4
SLC2A14,PPP1R8,SLC6A20,CCT6P3,NFATC4,AC004980.7,ZNF140,IPMK
PLEKHF2,MED28,SLC25A29,LARP4B,ADPRHL2,PHKB,ERCC8,LIN7A
TMEM263,FRS2,SENP5,GABPB1-AS1,COQ9,MYO9A,DEDD,RBSN
RAB12,LINC01088,MAP3K7,TMEM260,TTC21B,SHROOM3,METTL8,STXBP4
DKC1,FAM151B,GPATCH1,EIF2B5,TLR5,STAG3L4,SLC12A4,TRIM44
CD99L2,DAXX,MED6,MCOLN1,IFFO1,FLJ37453,RP1-43E13.2,ZNF562
FZR1,THAP12,BDH1,ZNF589,LAPTM4A,USP32,COA7,GARNL3
TFB1M,PLEKHM1,PLEKHA8,UBE3D,TIAM2,SOX2-OT,SWSAP1,DNTTIP2
ZNF236,MMS22L,MIR31HG,ENTPD5,ASUN,DSCAML1,NAIP,PYGL
ZFR,HSD17B14,OCRL,HLCS,FKTN,ECD,KIAA1524,OLFM1
MTMR2,CENPJ,ZSWIM8,GRPEL1,DLG5,SLC30A5,CEBPZ,TMOD2
KIAA1328,AC105760.2,CBY1,KEAP1,RP11-295K2.3,PPM1D,LONRF3,RXFP1
AUH,C7orf73,KIF22,BEX5,RARA,FMO4,POLE,RMDN3
FAM219B,ALG8,XYLB,CLEC16A,GAR1,TTF1,CMPK2,OSBPL1A
ELMOD3,DHX8,PCID2,MLYCD,RAB3B,ASH1L,ULK1,UTP23
BICDL1,NUP155,PIN1,DUSP22,RPS25,MAP2K6,FICD,NAE1
INO80D,IL34,UBE2R2,FEM1B,FUT8,CNIH3,ZNF449,FAM126A
JMY,PLK1,SLC30A6,OPA3,GNPDA2,SSBP3,ZNF3,CUL4B
HGSNAT,ADGRG1,PRKAR1B,MIATNB,FAM98B,DLD,PRH1,PTPN12
LRRC37A3,HSDL1,PIK3R4,TRAM2,RP11-798M19.6,CCDC3,CDKN2AIPNL,KLHL23
PSMG4,HYKK,UBALD1,MAP2K4,GNPDA1,MARCH5,PDCD2,VPS53
KLHL18,RXFP1,SLC10A7,PRTFDC1,FUT1,DNAJC21,BECN1,HLTF
WWP2,MAP2K3,RAP2B,TMEM167B,ACOX3,GEMIN8,ZBTB21,PIGQ
MLH1,NUP133,TMEM67,DMD,RPS6,TMEM263,AKTIP,SIRT2
PHF21A,EHD4,ANKRD13D,TRANK1,WARS2,CALN1,CCZ1,PFKM
PCID2,DNA2,CHCHD6,ANKRD13A,AC007319.1,ZNF680,LRPAP1,RAB3D
TGS1,SPDL1,SRP68,AC024560.3,FGF18,CNKSR1,YARS2,PLOD3
TMEM267,STARD4,PHIP,LIN54,RP11-1114A5.4,ELP4,RPL23AP82,LPCAT2
VPS50,PAXIP1,LRP6,FAM160B1,ARHGEF19,CBY1,FAM81A,LEMD2
VRK1,TMEM99,LTBP4,SUMO2,OTUD6B,THADA,XAB2,IL17RC
TBC1D17,EDA,CASP8AP2,NDC1,L3HYPDH,ASRGL1,LEMD2,ATP11A
RP13-188A5.1,ZNF449,MON2,GFM2,ZNF283,SGSM1,OSGIN2,SLC7A6
KDM1B,LINC01503,PLEKHF2,MTF1,ATP5G2,EHF,CTC-340A15.2,PSME3
PIAS2,ZNF283,LINC01133,KATNAL1,GNAS,COPS3,KIAA1211L,FLYWCH1
POLA1,FANCI,ZXDC,CCZ1,DYNLL1,SAMD8,NAE1,MAPK8
HECA,TRIQK,SYTL1,DLG3,VKORC1L1,MARCH8,NEK4,MIGA1
BRAP,TNIP2,ANLN,PDGFA,RAD18,ANAPC4,KIAA0232,CIAO1
NR4A2,CHAMP1,PPP1R26,SMOX,RP11-44N21.1,CYB5D2,HINFP,FRMD4A
ABCB1,SERTAD4-AS1,TMEM8A,TRMT61B,FOXN3,SRP19,PPP1R8,ATXN2
UCHL5,RP11-798M19.6,CXorf23,SLC9A7,LACTB2,BCL2L2-PABPN1,CC2D1B,NOB1
TMEM181,SC5D,PDE8A,RNF20,UTP6,EXOC7,ANOS1,LETM1
C2orf76,PPP4R1L,BCAT2,CMTR1,RPS27L,PTGER3,ZSCAN9,ELL
ZNF124,SMG1P1,TEX9,METAP1D,TBCA,CCDC125,ZNF34,KIAA1147
CH507-528H12.1,SENP1,KLHL20,C2CD2,FAM131A,FARP2,USP31,IFT81
KDM6B,WDR76,IVD,KIAA0586,MMP7,TTC23,WBP2NL,DUBR
MTMR1,RABEPK,NGEF,STK11,RABL6,GFOD2,SFXN5,ZBTB20
SSPN,RP11-180P8.1,LINC01296,TIMM50,TBC1D10A,NEK4,SMG1P1,KIAA1328
CPSF6,ATAD5,ALG8,TMEM241,CLCN7,BRAP,MTG2,POT1
PGD,MAD2L2,MSH2,RAB33B,TMEM14A,BLVRA,ERMAP,SRFBP1
RCOR3,HCP5,VWA9,ZNF771,NDUFS5,RILPL1,G2E3,MKRN2
GMDS-AS1,PLD2,BAX,TRIM25,CUL7,RALGAPA1,RAD1,RASSF8-AS1
KLHL22,C17orf67,PQLC1,SLC6A16,FAM200A,SCAF4,FBXL18,THOC5
SEC23A,VKORC1L1,SPAST,INTS7,LIG3,METTL25,RPUSD4,SEC22C
PCM1,FCF1,MAGOHB,ZNF28,TRIQK,NEIL1,CTB-50L17.10,CLASP2
AP5Z1,LINC00205,HDAC11,DPH5,LMNA,ATG10,CA5BP1,SRP19
DUSP4,SCNM1,RP11-96H19.1,PKIB,COCH,DDX58,TFPT,GLT8D1
TATDN3,CMPK2,TRIM2,RNASEL,RPS24,AMBRA1,AAR2,ZMAT3
TFEB,ETV6,AKR1C2,GAB2,PRDM5,KIF13A,ADGRG1,NOC3L
CCNT1,CAPN15,HECTD1,TCEB3-AS1,KBTBD6,OTUD4,SETD1A,ACE
COPA,TM2D2,BAG4,CKAP4,PRADC1,LINC01320,C19orf18,MARCH5
INPP5K,FAM134A,GRHL2,LRIG1,CSF1,ARV1,MIR17HG,LRP12
PSMD5-AS1,CYB5D2,KIF21A,TOPBP1,RP11-145A3.1,RNF138,ADPRHL2,SULT1C4
RRM1,LINC01315,STK32C,AKAP11,LINC00461,IRF6,NLRX1,LINC00961
RTTN,C12orf4,MTMR14,SNHG17,RP11-539L10.3,BRF1,MKS1,CAMKK2
INTS6,TGFBRAP1,ZNF84,NIT2,YARS2,NACC1,ZNF160,FAM120B
LYAR,FADS2,HEBP2,RNF24,EEF2,CTA-292E10.6,RPA1,FAM114A2
OSER1,GPANK1,CTA-292E10.6,ZNF398,ZNF34,HSPBAP1,HSPA13,SLC16A1
TMEM94,AC093590.1,GAREM1,TCF3,SMURF2,PPP6R3,RAB29,PPP1R12C
THEMIS2,BRCA1,EFHC1,RPS6KC1,AIFM2,FOXO3,LYSMD3,NPR3
FAM120AOS,SAMD4B,FOXN2,CTPS2,ZNF320,WDR7,PPFIA3,PIGF
AIFM1,NMNAT1,POT1-AS1,KANTR,HMGB1,RABL2A,UBXN11,ARRDC2
PDE8A,FHL3,LIPE-AS1,SUGP1,DNAJC27,LIN54,DCTN5,SAMD4B
FAM120B,TTC26,SDR16C5,ANKRD22,FADS3,RUNDC1,DNAAF5,CSGALNACT1
RPIA,SSX2IP,CLUH,CLCN7,PIAS3,FASTKD2,LACE1,FEZ1
MAGOHB,AC100830.3,TEKT4P2,ZCCHC4,MCM4,SENP2,FUT1,PHLPP2
DNAJC11,MOSPD1,FERMT3,NLK,C12orf66,MADD,PIGA,GS1-124K5.11
DDHD2,FAM234B,THSD4,DSN1,FAHD2A,C10orf76,MOSPD1,KATNAL1
C1GALT1,FAM21A,FAM126B,ELP3,NDUFA4,AKAP11,KIF2C,GNL3L
PIGQ,ATG2A,C2CD3,TOP3B,RBBP9,TOB2,KLF11,BOC
EXOSC10,PYGL,CYP4F3,TMEM165,IPPK,SYT6,SRRT,ANKRD36B
ARID3A,PRADC1,TBC1D12,DPY19L3,SRP14,GFM2,SLC41A1,PRDM1
ORC5,ZNF280B,FUT11,TUBE1,INTS1,PACRG,FADS2,ADA
PML,CASP9,CHRAC1,OLMALINC,RPS19,ALDH1L1,ANKS6,KCNN3
GAPVD1,POFUT2,LINC00969,SF3A3,NFKBIA,NFX1,ISPD,CSRNP2
XKR6,LINC01128,ANKRD28,TBC1D22B,MELTF,GOT2,MAMLD1,FAM45A
PTBP3,CA5BP1,ZNF562,SUMF1,ATAD5,MKRN2,HS1BP3,RP11-37B2.1
ICAM2,DDX55,NMU,KPNA5,ME1,PAAF1,GPAT4,DDX18
USP45,ZNF57,ZCCHC2,SLC18B1,HDAC6,FAM19A5,ANKRD19P,NOL9
VAMP4,POLR3H,GFM1,VRK1,CMPK2,IGSF11,AFG3L1P,USHBP1
UBXN7,C12orf66,TOP2A,INTS2,AKR1E2,RBM26,CCDC94,ZCCHC8
HSPBAP1,CTD-3131K8.2,ZNF525,PEX13,PDAP1,SWI5,RFK,CEP162
RFWD2,LINC00630,KIAA1841,TMEM138,TPM4,NHSL1,TSPAN18,PTGIR
SGPP1,bP-21264C1.2,KCNK6,NPIPB4,CLEC16A,PARG,DALRD3,SDE2
GBE1,ART3,CMTR2,NSUN5P1,SLC25A3,CTB-50L17.10,ZNF782,MGAT3
SLC30A6,ZSCAN30,CTC-338M12.4,PRIM2,VAMP4,VEPH1,CHAMP1,ANKS1A
DLD,PPP1R12C,ACTR3B,TAF9B,LUCAT1,CSPP1,ZFYVE1,HACL1
NEK9,PPP2R1B,ZNF888,CLPB,ZNF3,NUP153,NUBP1,NUDT19
RBL1,HAAO,BPNT1,EXOC6B,NPHP4,GLCE,CPSF3,ZNF141
COPS3,SFRP1,ORC5,DCTN1,PSTK,SLC27A5,RUNDC3B,ZSCAN18
OPA1,GATB,ZFYVE19,RABEPK,GAS5,C6,TECPR1,NUBPL
HUS1,SNRNP48,EYA2,ZRANB3,UBL5,LRIG2,C12orf10,UTP18
NSD1,SYT1,CIAPIN1,CCDC112,MIR17HG,ENPP5,RCCD1,RRN3P1
GPATCH8,KIAA0141,FBXO11,LETM1,PPA1,RP11-359J6.1,LINC00963,GPN3
MAN1C1,WARS2,CATSPER2,ATP5S,CBX4,MSRB3,RPS12,PMPCA
SDC2,ELK1,SRP19,TMEM209,ADCY2,NDUFAF1,PRKAB2,NCKAP5L
LRSAM1,SDCCAG3,ASPHD1,MIR210HG,NFKBIB,SPIDR,POLR3A,POU2F1
RAB3GAP2,MMGT1,RP11-803B1.8,NBAS,PROSER3,MNX1,RNF219,RP11-195F19.9
INTS9,MECR,HBEGF,AACS,MGST3,TAPT1-AS1,ATG4A,SNX9
TAF1,SFXN5,DNAH11,TEKT4P2,YBX1,LRRC40,PHKA1,AC004980.7
RASGRP3,FAAP100,TRMT44,PIGH,CDH19,SHQ1,SPATC1L,ABCA10
VPS16,HFE,CCNT1,EFHC1,BRI3BP,PRTFDC1,ZNF397,RAI2
SUMF2,MTERF3,PHF6,SIGMAR1,LINC00963,CTB-171A8.1,DNA2,MRPL32
RIT1,C11orf84,PSME3,UTP4,ZSCAN21,SLC25A46,HMMR,ZNF621
DSE,FAM200A,ZNF680,ECD,PPID,PPP1R12B,AC093590.1,METTL9
CCDC18,IFFO1,FBXO33,CEPT1,FBXO25,MCUR1,CAPRIN2,EXOSC10
MFNG,EXOSC10,SNHG12,HSPBAP1,KIF15,LINC01006,B2M,HINT3
PQLC1,LINC01006,TMA16,C6orf203,THAP9,RAD51-AS1,OCRL,TRMT1
ROBO1,CPSF3,ZNF621,CENPQ,TSPAN8,EFCAB13,GEMIN5,FKBP3
ALMS1,LINC00847,NAPA,RNF135,TRAF2,EFCAB6,FBXO17,EIF5B
CIZ1,KIF1C,ULK1,DDX54,TSC22D3,LYRM5,LRR1,ITGA10
RUBCN,SLC12A9,SRD5A1,CEP83,APOD,GALK2,FEM1C,PAQR3
PHF6,AZIN2,ABHD3,HBS1L,ZNF787,PIGG,GRK4,PLTP
MRE11A,MND1,FBXO34,MAP2K5,PPIB,EPB41L4A,USP49,SMG9
EMILIN2,FAM76B,SLC9A7,SLC39A11,LGALS1,SLC25A29,LGALSL,MAGI1
KIF22,SNAPC4,SCARB1,NAA15,ERI2,MTERF1,HIF1AN,CLSTN2
MAPKAPK5-AS1,TOP3A,VTA1,RAB11FIP2,ZNF189,AGK,RP11-180P8.1,FRMD8
TMCO4,ERP44,PACRGL,RBM48,NRSN2,ARHGEF3,PGM3,USP31
FASTKD1,ZNF446,ITGB8,FNDC3B,KDELC2,RABL6,NEK3,EGR1
PPP1R2,MRPL58,CAMKK2,TERF2,PSAP,TMEM192,NOVA1,TIAM1
PGM2,ALG14,MACF1,TMEM116,ZNF234,PTS,C6orf203,TNFRSF19
NDE1,CCDC106,DTWD2,ZC3HC1,SLC4A4,PRKCA,POLE2,GCFC2
COX10-AS1,RNF138,PRTFDC1,CHAMP1,COX7C,ZNF260,TRUB1,RAD54L2
ECD,AOX1,SCMH1,CBFA2T2,PBX1,SCRN3,C11orf84,IDE
HAUS1,ZNF341,ZNF251,C2,SRGN,PIK3C3,SLC25A17,BMS1P10
PIN1,ZNF7,TOLLIP,ZNF91,ZFAS1,ACO1,HSD17B14,NEK3
PIK3C2A,KIF15,CPSF1,MED21,TCP11L1,STK25,RP11-513I15.6,LAMC1
CSNK2A2,STAC3,MAP3K5,BFAR,RP11-499F3.2,CYB561,CUL4B,ME3
C9orf85,MAP1LC3B2,TOR1B,MED28,CROT,FAM21C,POMT2,H6PD
C1orf27,RAD18,NPC1,PRPF18,RPLP0,CRKL,ERP44,CEP57L1
ZEB1,GTF3C4,NFE2L3,RNF170,TAB1,PRIMPOL,KIF4A,LSM12
MCMBP,TSTD2,RNF207,KBTBD3,LRRC4B,BBS2,IFT140,MBD5
LETMD1,THAP9,MARCKS,LCOR,BTF3,PRKD1,WARS2,WDR55
FBXO28,TP53,RP11-83A24.2,TRAK2,SHISA2,UBXN11,ZBTB48,MOB2
METTL8,LINC00960,ZNF720,ASB3,ZFP1,ZDHHC2,MPP5,KLF12
CCDC174,PNPLA6,MED1,EREG,CEP41,STK11,bP-21264C1.2,EMC2
APOL3,MYBL2,PDGFA,MCM3AP,SPATC1L,ANKRD52,C16orf70,ARSB
ZDHHC17,POLE,VSIG1,OTUD4,NFXL1,MYO3B,FAM57A,SYNE2
TOX,NUMBL,UNC45A,ZFAT,ALG14,R3HCC1L,ZNF28,VPS37C
LYRM5,AC007566.10,DCUN1D2,PLA2G4C,RNASEL,PAIP2B,ZNF623,MEOX1
RFWD3,RP11-473M20.9,CYP4F12,MYO19,SPARC,COPS4,TACO1,PES1
AP4S1,TCF19,TPBG,FUZ,SNAPC4,STAG3L3,REG1A,RRP8
SMARCA5,C11orf1,SLC29A1,SLC35C2,RP11-696N14.1,HECTD4,OTUD6B,ANGEL2
GPBP1,ARHGEF19,AP4M1,SUPT7L,CCDC170,RSPH3,SOWAHC,ZNF208
ICE1,AC006547.13,TPK1,BNIP3,USP1,PRPS2,ZNF57,KIF17
SIDT2,CLK2,VKORC1L1,PIP4K2B,LINC01203,TSTD2,TNRC6B,P4HA3
ARID3B,COL4A5,POLG2,RAB12,SPRTN,SLC10A7,FAM19A2,DNAJC27
TVP23B,MCM4,CDKAL1,SREBF1,CDON,UBE3D,DDX55,SLC16A14
CCDC91,FAM219A,CMIP,MIF4GD,TARID,TRAF3IP1,C5orf51,PCGF2
TRAK1,DEDD,KIAA0368,GLCE,GSN,TRAPPC9,RP11-295K2.3,RAB12
XPC,C3orf62,CKMT2-AS1,SEPSECS,NFKB2,IPCEF1,ASNSD1,MYH10
WNK1,SORCS2,DNAL1,GNPNAT1,AMMECR1L,GATA6-AS1,SNAP29,FNDC1
NUP37,SPATA7,PGGT1B,SLC25A16,LSM1,KDM6A,NUMBL,TECPR2
THUMPD2,POLG,USP45,RPAP2,FAM160B2,DOPEY2,EDC3,BCL2L2-PABPN1
MICAL3,PIEZO2,GTF2H2,ATP13A1,LINC00888,IGF2BP2,TERF2,JAG1
MED13,DUSP14,MRPL32,IDE,PRH1,EXOG,KNL1,RAB21
GALK2,WDR44,MST1R,GCDH,GPC4,TMEM39B,ADAL,KLF6
ASH1L,SRP14-AS1,ABHD18,CTBS,TNFAIP1,MAP7D1,NCK1-AS1,IPPK
NFS1,GRIN2A,MRPS22,ISG20L2,ZSCAN30,CUL5,FRMD8,P3H1
ELP4,ISPD,NIPAL3,ING3,P3H1,MTMR1,LRRC8B,CD40
TAOK1,CARM1,MAPKAPK5-AS1,BET1L,TRIM4,NUP85,TBRG4,NPIPA1
TNFRSF25,PPP2R3C,MXRA5,KLHDC1,ATP5I,RRP15,RP11-277A4.4,SFMBT2
PAFAH2,NFKBIB,RBM10,ZNF335,TSHZ3,FRS2,NEDD8-MDP1,DUS3L
TYK2,SDE2,ZNF767P,PDCD11,NHSL2,COG4,ENTPD5,AQR
PTAFR,DTD1,PLA2R1,R3HCC1L,EPM2AIP1,TEFM,POP1,PCBP3
WWOX,PLPPR2,NSMCE2,TCIRG1,EARS2,SRPX2,RRP7BP,CENPC
NAIP,SMG9,DHTKD1,DDX31,AC005562.1,BSPRY,PEX6,ANKRD19P
GOLGA8B,ZNF426,SCYL1,TNFAIP6,STMN2,HHAT,DDHD2,QSER1
TBC1D9,NBPF3,RRP36,SLC9B2,AREL1,CD99L2,SMG1P5,TAF1C
NAT10,PKNOX1,MPP5,ERLIN1,MBOAT2,AASS,SORCS2,RRP36
PTPRC,ADRB1,THAP8,LHPP,ZDHHC9,KLHL20,BCL9L,MRPS10
TLR2,SPATA18,SLC12A9,PNPLA6,ENO1,TTC7B,FBXL8,MIIP
MPHOSPH9,OGFOD1,ACO1,RIT1,C2CD3,PEX6,APC,FAM160B2
CTA-292E10.6,ZNF503-AS1,NUDT12,FOXN3,CCDC106,MAP3K7CL,RSL24D1,DIS3
NUP160,FANCM,OSBP2,AMBRA1,PIEZO2,KIAA0895,RPL28,TXLNG
TEFM,KIF18A,BRD1,PTPN13,C1orf27,DNAJA3,FBXO25,PPWD1
DCPS,BAHD1,PRKCD,NEDD1,CYP4X1,CNP,MFSD7,ALG8
UHMK1,SETD1A,GBF1,ANKRD52,SMCO4,FIG4,WDR92,RP11-848P1.9
STAM,RP11-408H1.3,SNRNP35,POGLUT1,CHMP1A,NAA16,BBS7,SMC2
NFIL3,ZNF234,ENAH,MBNL3,RPL23A,KCTD16,MMGT1,SLC35F1
EPG5,GPR161,TUBG2,PPP6C,IFRD2,HELZ,IMPA1,POGLUT1
LPP,ZW10,OTUD3,ATG16L1,LRRC39,LRRC49,RAD18,AC004538.3
ARHGAP35,FAM207A,NUDCD1,EXOC4,SUN2,ERCC6,KIF20B,DCAF12
MAPK8,SLC26A11,ZBTB7B,PDE6D,FAM98A,MEGF9,AACS,KLHL2
RFX3-AS1,MASTL,FLAD1,CCDC77,SLC19A1,GXYLT1,DHX33,PRDM5
COLGALT1,ZNF140,CASP6,DDX23,TMEM59,RAD54L2,MYBL2,CFAP69
C5orf45,KATNB1,FAHD1,DNAJA4,PDCD7,R3HDM2,AC006547.13,ALPK1
NUDT19,RNF217-AS1,TTC23,NKAP,TFF1,LRRIQ1,RP5-994D16.12,PITRM1
GPD1L,NEK3,RP5-884M6.1,GCLM,SETD1A,SHROOM2,SLC41A3,PDPR
CYBRD1,RAD51,UBE3C,DCPS,PES1,VEZT,DHX35,AC018816.3
STRN,RP11-277A4.4,XDH,BCKDHB,SPC24,SLC38A9,QRICH1,RAPH1
ZBTB25,RUNDC3B,EIF3J-AS1,GYS1,INTS8,PEX7,CTBS,STT3A
PRMT7,PDCD2,CAPN15,DNHD1,PNLIPRP2,ANKRD17,HFM1,B4GALT2
HERC6,PSMC2,SLC8B1,ZNF880,GEMIN2,ANKAR,USP5,INPP5B
TRIM27,MTMR4,DKC1,EMSY,FAH,WAC,FANCI,PDCD11
DCP1A,PDCD11,ATG16L1,RBP5,SPACA9,ATP6V1C1,KMT2B,ZNF578
VAC14,XPO5,SH3GLB2,RCN3,C7orf73,LINC01473,MASTL,RP11-363E7.4
ZNF438,TMEM69,RNF185,SLC50A1,SMAD9,COMMD9,DTD1,NKD2
RICTOR,EXTL2,API5,RAB9A,ZNF557,CTD-2302E22.6,AC100830.3,IL17RA
SPATS2,FAM98B,GIPC2,SPG20,SLC4A2,GATAD2B,SFRP1,PRH1
ASB3,CTC-340A15.2,FAM219B,ULK1,C4orf46,RLF,STMN3,DEAF1
SCO1,MIR4458HG,CCDC137,TRPM7,PFDN5,HID1,TSR1,UBXN8
ST7L,LCAT,RAPGEF5,EPB41L4B,ISPD,CHCHD6,COX5B,MTHFD1
P4HA1,CTNNA3,INTU,C3orf58,MYLK-AS1,IGSF3,C4orf46,MARK1
TMEM116,PYCRL,KEAP1,ATAD2,BNIP1,FAM222B,ZMYM1,CDKL1
ZBTB38,ZNF28,TMED8,GTF3C1,EFCAB3,MICALL1,DYX1C1,MSANTD2
DROSHA,RP11-195F19.9,B4GALT6,ZNF141,PDP2,PPP2R5E,PHRF1,TMLHE
TMEM39B,USP38,CUL4B,NSF,BRIX1,FUZ,PLD2,TNFRSF10A
IDE,ZSCAN21,LSS,RIF1,SPRYD7,ELMOD3,CTRB1,DCAF1
IL17RA,PROS1,MSH3,SDHAP1,ZNF740,VPS53,AC004112.4,ZNF34
TNRC6A,TMEM138,B4GALT2,NUP155,WDR76,TTBK2,HIF3A,LSG1
TGFBR3,PSTK,DIP2C,TGFBRAP1,FAM91A1,ADCY6,C20orf96,GSK3B
SNX13,EXOSC9,NRP2,RP11-156P1.3,TTR,PTCD3,COX7B,RC3H1
MSRA,SLC41A3,EPB41L4B,ACO1,CD63,SUCLG2-AS1,TCHP,TRIM56
POLR3C,KLHL18,IFNAR1,BCL7B,SEPW1,IFT46,NCAPD2,ATAD3B
KLRG1,TJAP1,NUP35,EIF4EBP2,AF186192.5,TAOK3,B4GALT2,PGM2L1
RCC1L,AC009948.5,LETM1,NUP35,ARMC7,HEXDC,NBN,TMEM241
LCLAT1,CEP41,PLA2G4A,TFEB,GPATCH2,PACRGL,BRWD3,STON2
CLOCK,KCTD13,FOXA3,FAM175A,ZNF528,PRMT7,THBS3,MOSPD2
MIATNB,GNPDA2,CTD-2270P14.1,HECA,ACVR2B,EVC2,GCAT,P3H3
DUSP22,ORC3,CTB-171A8.1,LANCL1,PKM,CCAR2,POLR3F,FGF12
PDK1,RPL23AP53,MUC4,TRIB1,NBPF3,PTGFRN,PDAP1,FAM228B
RPAIN,SRRT,B4GALT5,DTNB,DNAJA3,RBSN,MAD2L1BP,HAUS1
LTN1,KDM1B,TBL1X,NOLC1,USMG5,ZNF767P,HAAO,CFL2
FAM91A1,UBE2O,TRIM66,IKBKAP,METTL8,EPG5,CCHCR1,ZBTB21
SETD4,ATL1,SH3BP2,GMPS,PIGF,EXTL3,CRYBG3,CTNNA3
ANO10,GTSE1,GMDS-AS1,STX10,ISG15,MECR,MFAP1,EXOC2
ARV1,SERTAD4,EPN2,ANKRD26,ZNF701,MAPK9,C7orf73,CBL
CST7,NOL10,E2F3,LINC00847,PRR14,BAZ2B,ZFYVE28,SCO1
TMEM161B,KIAA1257,ARHGAP44,SGCB,ORC6,CTPS1,DUSP7,DIO2
TEX10,ZNF350,RPRD2,PPM1K,MTMR4,TBC1D17,SPATA18,TMEM128
RAB22A,FAHD2A,LEMD3,BTD,C21orf58,DHDDS,LRRC42,OTUD7B
RUVBL1,ME3,AP3M2,RNF219,NDUFA3,INIP,L3MBTL2,BCORL1
TUBGCP6,EFTUD2,PIR,LARP4,CD9,SUMO2,RPL21,HIVEP2
UTRN,TYK2,CMTM4,MGAT5,RPL37A,NBPF15,FAM111A,SLC12A4
PHLPP1,NEK1,GMEB2,SNUPN,JOSD2,NPHP1,RPL31,ABHD5
ESCO1,IMPA1,PPP1R13B,RNF139,GPR155,SESN2,LINC00847,ASAP3
ANAPC7,PRDM15,MAP2K3,PCGF6,C10orf11,DNAL1,STK4,CCDC8
GANC,LDOC1,RASAL2,ADNP,ADGRG1,SUMF2,RPS23,PLEKHO1
AKAP8,NFXL1,ARID3B,ADORA1,RP5-1091N2.9,MID1,AC105760.2,DENND1A
UEVLD,NPHP4,GIPR,CARNMT1,CST3,FAM179B,WNT5B,PPP2R3C
PROSER1,HAUS5,YIPF1,SOX4,MPND,TMEM254,DDX31,SMU1
NPL,LRRC39,TULP4,LRRC23,ADRB1,GPR39,ZNF674,JMJD6
ATPAF1,NBN,PPP1R14C,ACOX3,SYT1,NUP93,TTPAL,LPIN3
TCF3,GFM1,VWA5A,ATXN1,GINS1,MED24,TOP3A,XPOT
OSTM1,C21orf58,TRAF3,POLR3C,U2AF1,LARP4B,FKTN,MICALL1
SETD2,UTP6,ZNF608,SMU1,KIF18A,EEF1AKMT1,MIEF1,IFIT5
FOCAD,HECTD2,CTD-2377D24.6,TTI2,COX6B1,MACROD1,KIF23,FAM76A
TRAT1,ENTPD4,TXLNG,GRK6,MGC32805,SPRED1,LINC00630,TMEM67
ZFC3H1,SLFN12,SLC6A14,FOXN2,TUBE1,ARIH1,TBC1D30,RPS6KC1
CDIP1,ZNF235,DNASE1,RP11-356J5.12,ATPAF1,USP24,FAM65C,NACC1
STAT5A,AC091729.9,ADAM10,H2AFY2,MCAT,ANKS3,DDX54,NPHP4
EXOG,LACTB,PPARD,ANKAR,MTERF3,QRICH1,COL1A2,LDLRAD4
PRKY,TENM4,UPK1B,PPP1R12C,CAPN10-AS1,ADAMTS10,NECAP2,MRPS23
BLVRA,KMT2B,ANAPC7,FTO,DGUOK,AP3M1,HLA-B,PKNOX1
GTF3C2,LIG3,TRIP10,GPATCH2,NCALD,SCN8A,ZNF280B,FAM20C
BRWD3,NUS1,SAMD5,ZNF107,POLR3F,ZNF219,MBTPS2,SCAF8
INPP4B,DHX38,YIPF5,C1orf132,MAP1LC3B2,ZC3HC1,RPL24,DHX40
SYNE2,ZMYND19,CD2AP,AK1,UBE2D4,CREBL2,ZBTB43,FAHD2CP
CEP63,FAM8A1,KLHL25,HSPA14,ZNF680,TBC1D10A,WDYHV1,RP11-768F21.1
ARHGEF9,HEATR4,NCLN,ATG4C,RPL22,PRRG4,PARP2,AFAP1L2
RASAL3,MFSD7,TBC1D2B,ERCC8,PXMP4,PTCH1,U2AF1,DNPEP
RNF34,USP37,PEX16,SMARCAL1,PDGFC,RBM28,RP11-463D19.2,NPAS3
